pmid,disease_name,pathway_name,disease_id,pathway_id,category,reference_title,reference_journal,matched_recon3d_pathway,match_method,match_score
18852343,Friedreich ataxia,Porphyrin metabolism,H00067,hsa00860,Neurodegenerative disease,Friedreich ataxia.,Arch Neurol 65:1296-303 (2008),Heme degradation,kegg_id_crossref,1.0
17596984,Friedreich ataxia,Porphyrin metabolism,H00067,hsa00860,Neurodegenerative disease,Advancements in the pathophysiology of Friedreich's Ataxia and new prospects for treatments.,Mol Genet Metab 92:23-35 (2007),Heme degradation,kegg_id_crossref,1.0
16942541,Friedreich ataxia,Porphyrin metabolism,H00067,hsa00860,Neurodegenerative disease,Central nervous system manifestations of mitochondrial disorders.,Acta Neurol Scand 114:217-38 (2006),Heme degradation,kegg_id_crossref,1.0
16805775,Friedreich ataxia,Porphyrin metabolism,H00067,hsa00860,Neurodegenerative disease,The role of mitochondria in inherited neurodegenerative diseases.,J Neurochem 97:1659-75 (2006),Heme degradation,kegg_id_crossref,1.0
15896810,Friedreich ataxia,Porphyrin metabolism,H00067,hsa00860,Neurodegenerative disease,"Oxidative stress, mitochondrial dysfunction and cellular stress response in Friedreich's ataxia.",J Neurol Sci 233:145-62 (2005),Heme degradation,kegg_id_crossref,1.0
19001017,Leber hereditary optic atrophy,Oxidative phosphorylation,H00068,hsa00190,Nervous system disease,Inherited mitochondrial optic neuropathies.,J Med Genet 46:145-58 (2009),Oxidative phosphorylation,name_exact,1.0
16829155,Leber hereditary optic atrophy,Oxidative phosphorylation,H00068,hsa00190,Nervous system disease,Leber's hereditary optic neuropathy: a multifactorial disease.,Prog Retin Eye Res 25:381-96 (2006),Oxidative phosphorylation,name_exact,1.0
16942541,Leber hereditary optic atrophy,Oxidative phosphorylation,H00068,hsa00190,Nervous system disease,Central nervous system manifestations of mitochondrial disorders.,Acta Neurol Scand 114:217-38 (2006),Oxidative phosphorylation,name_exact,1.0
15513454,Leber hereditary optic atrophy,Oxidative phosphorylation,H00068,hsa00190,Nervous system disease,Treatment of Leber's hereditary optic neuropathy: theory to practice.,Semin Ophthalmol 17:33-8 (2002),Oxidative phosphorylation,name_exact,1.0
12464728,Leber hereditary optic atrophy,Oxidative phosphorylation,H00068,hsa00190,Nervous system disease,From genotype to phenotype in Leber hereditary optic neuropathy: still more questions than answers.,J Neuroophthalmol 22:257-61 (2002),Oxidative phosphorylation,name_exact,1.0
8755941,Leber hereditary optic atrophy,Oxidative phosphorylation,H00068,hsa00190,Nervous system disease,Primary pathogenic mtDNA mutations in multigeneration pedigrees with Leber hereditary optic neuropathy.,Am J Hum Genet 59:481-5 (1996),Oxidative phosphorylation,name_exact,1.0
8240102,Leber hereditary optic atrophy,Oxidative phosphorylation,H00068,hsa00190,Nervous system disease,Heteroplasmy in Leber's hereditary optic neuropathy.,Arch Ophthalmol 111:1486-90 (1993),Oxidative phosphorylation,name_exact,1.0
7760326,Leber hereditary optic atrophy,Oxidative phosphorylation,H00068,hsa00190,Nervous system disease,Leber's hereditary optic neuropathy: the clinical relevance of different mitochondrial DNA mutations.,J Med Genet 32:81-7 (1995),Oxidative phosphorylation,name_exact,1.0
3201231,Leber hereditary optic atrophy,Oxidative phosphorylation,H00068,hsa00190,Nervous system disease,Mitochondrial DNA mutation associated with Leber's hereditary optic neuropathy.,Science 242:1427-30 (1988),Oxidative phosphorylation,name_exact,1.0
1634041,Leber hereditary optic atrophy,Oxidative phosphorylation,H00068,hsa00190,Nervous system disease,Leber's hereditary optic neuropathy: a model for mitochondrial neurodegenerative diseases.,FASEB J 6:2791-9 (1992),Oxidative phosphorylation,name_exact,1.0
17552001,Glycogen storage disease,Starch and sucrose metabolism,H00069,hsa00500(N00713+N00718+N00720),Inherited metabolic disorder,Glycogen storage diseases: new perspectives.,World J Gastroenterol 13:2541-53 (2007),Starch and sucrose metabolism,kegg_id_crossref,0.875
17027861,Glycogen storage disease,Starch and sucrose metabolism,H00069,hsa00500(N00713+N00718+N00720),Inherited metabolic disorder,"Glycogen storage disease: clinical, biochemical, and molecular heterogeneity.",Semin Pediatr Neurol 13:115-20 (2006),Starch and sucrose metabolism,kegg_id_crossref,0.875
11949931,Glycogen storage disease,Starch and sucrose metabolism,H00069,hsa00500(N00713+N00718+N00720),Inherited metabolic disorder,Type I glycogen storage diseases: disorders of the glucose-6-phosphatase complex.,Curr Mol Med 2:121-43 (2002),Starch and sucrose metabolism,kegg_id_crossref,0.875
11949932,Glycogen storage disease,Starch and sucrose metabolism,H00069,hsa00500(N00713+N00718+N00720),Inherited metabolic disorder,"Acid alpha-glucosidase deficiency (glycogenosis type II, Pompe disease).",Curr Mol Med 2:145-66 (2002),Starch and sucrose metabolism,kegg_id_crossref,0.875
11949933,Glycogen storage disease,Starch and sucrose metabolism,H00069,hsa00500(N00713+N00718+N00720),Inherited metabolic disorder,Molecular characterization of glycogen storage disease type III.,Curr Mol Med 2:167-75 (2002),Starch and sucrose metabolism,kegg_id_crossref,0.875
11949934,Glycogen storage disease,Starch and sucrose metabolism,H00069,hsa00500(N00713+N00718+N00720),Inherited metabolic disorder,"The variable presentations of glycogen storage disease type IV: a review of clinical, enzymatic and molecular studies.",Curr Mol Med 2:177-88 (2002),Starch and sucrose metabolism,kegg_id_crossref,0.875
11949935,Glycogen storage disease,Starch and sucrose metabolism,H00069,hsa00500(N00713+N00718+N00720),Inherited metabolic disorder,Myophosphorylase deficiency (glycogenosis type V; McArdle disease).,Curr Mol Med 2:189-96 (2002),Starch and sucrose metabolism,kegg_id_crossref,0.875
8655128,Glycogen storage disease,Starch and sucrose metabolism,H00069,hsa00500(N00713+N00718+N00720),Inherited metabolic disorder,Genetic deficiencies of the glycogen phosphorylase system.,Hum Genet 97:551-6 (1996),Starch and sucrose metabolism,kegg_id_crossref,0.875
11949937,Glycogen storage disease,Starch and sucrose metabolism,H00069,hsa00500(N00713+N00718+N00720),Inherited metabolic disorder,Fanconi-Bickel syndrome--a congenital defect of facilitative glucose transport.,Curr Mol Med 2:213-27 (2002),Starch and sucrose metabolism,kegg_id_crossref,0.875
16337419,Glycogen storage disease,Starch and sucrose metabolism,H00069,hsa00500(N00713+N00718+N00720),Inherited metabolic disorder,Hepatic glycogen synthase deficiency: an infrequently recognized cause of ketotic hypoglycemia.,Mol Genet Metab 87:284-8 (2006),Starch and sucrose metabolism,kegg_id_crossref,0.875
8447317,Glycogen storage disease,Starch and sucrose metabolism,H00069,hsa00500(N00713+N00718+N00720),Inherited metabolic disorder,The molecular genetic basis of muscle phosphoglycerate mutase (PGAM) deficiency.,Am J Hum Genet 52:472-7 (1993),Starch and sucrose metabolism,kegg_id_crossref,0.875
2334430,Glycogen storage disease,Starch and sucrose metabolism,H00069,hsa00500(N00713+N00718+N00720),Inherited metabolic disorder,Molecular characterization of genetic mutation in human lactate dehydrogenase-A (M) deficiency.,Biochem Biophys Res Commun 168:677-82 (1990),Starch and sucrose metabolism,kegg_id_crossref,0.875
8598869,Glycogen storage disease,Starch and sucrose metabolism,H00069,hsa00500(N00713+N00718+N00720),Inherited metabolic disorder,Brief report: inherited metabolic myopathy and hemolysis due to a mutation in aldolase A.,N Engl J Med 334:1100-4 (1996),Starch and sucrose metabolism,kegg_id_crossref,0.875
11506403,Glycogen storage disease,Starch and sucrose metabolism,H00069,hsa00500(N00713+N00718+N00720),Inherited metabolic disorder,"Beta-enolase deficiency, a new metabolic myopathy of distal glycolysis.",Ann Neurol 50:202-7 (2001),Starch and sucrose metabolism,kegg_id_crossref,0.875
19625727,Glycogen storage disease,Starch and sucrose metabolism,H00069,hsa00500(N00713+N00718+N00720),Inherited metabolic disorder,Muscle glycogenosis due to phosphoglucomutase 1 deficiency.,N Engl J Med 361:425-7 (2009),Starch and sucrose metabolism,kegg_id_crossref,0.875
20357282,Glycogen storage disease,Starch and sucrose metabolism,H00069,hsa00500(N00713+N00718+N00720),Inherited metabolic disorder,Glycogenin-1 deficiency and inactivated priming of glycogen synthesis.,N Engl J Med 362:1203-10 (2010),Starch and sucrose metabolism,kegg_id_crossref,0.875
15877279,Glycogen storage disease,Starch and sucrose metabolism,H00069,hsa00500(N00713+N00718+N00720),Inherited metabolic disorder,"Fatal congenital heart glycogenosis caused by a recurrent activating R531Q mutation in the gamma 2-subunit of AMP-activated protein kinase (PRKAG2), not by phosphorylase kinase deficiency.",Am J Hum Genet 76:1034-49 (2005),Starch and sucrose metabolism,kegg_id_crossref,0.875
17552001,Glycogen storage disease,Glycolysis / Gluconeogenesis,H00069,hsa00010(N00731),Inherited metabolic disorder,Glycogen storage diseases: new perspectives.,World J Gastroenterol 13:2541-53 (2007),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
17027861,Glycogen storage disease,Glycolysis / Gluconeogenesis,H00069,hsa00010(N00731),Inherited metabolic disorder,"Glycogen storage disease: clinical, biochemical, and molecular heterogeneity.",Semin Pediatr Neurol 13:115-20 (2006),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
11949931,Glycogen storage disease,Glycolysis / Gluconeogenesis,H00069,hsa00010(N00731),Inherited metabolic disorder,Type I glycogen storage diseases: disorders of the glucose-6-phosphatase complex.,Curr Mol Med 2:121-43 (2002),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
11949932,Glycogen storage disease,Glycolysis / Gluconeogenesis,H00069,hsa00010(N00731),Inherited metabolic disorder,"Acid alpha-glucosidase deficiency (glycogenosis type II, Pompe disease).",Curr Mol Med 2:145-66 (2002),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
11949933,Glycogen storage disease,Glycolysis / Gluconeogenesis,H00069,hsa00010(N00731),Inherited metabolic disorder,Molecular characterization of glycogen storage disease type III.,Curr Mol Med 2:167-75 (2002),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
11949934,Glycogen storage disease,Glycolysis / Gluconeogenesis,H00069,hsa00010(N00731),Inherited metabolic disorder,"The variable presentations of glycogen storage disease type IV: a review of clinical, enzymatic and molecular studies.",Curr Mol Med 2:177-88 (2002),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
11949935,Glycogen storage disease,Glycolysis / Gluconeogenesis,H00069,hsa00010(N00731),Inherited metabolic disorder,Myophosphorylase deficiency (glycogenosis type V; McArdle disease).,Curr Mol Med 2:189-96 (2002),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
8655128,Glycogen storage disease,Glycolysis / Gluconeogenesis,H00069,hsa00010(N00731),Inherited metabolic disorder,Genetic deficiencies of the glycogen phosphorylase system.,Hum Genet 97:551-6 (1996),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
11949937,Glycogen storage disease,Glycolysis / Gluconeogenesis,H00069,hsa00010(N00731),Inherited metabolic disorder,Fanconi-Bickel syndrome--a congenital defect of facilitative glucose transport.,Curr Mol Med 2:213-27 (2002),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
16337419,Glycogen storage disease,Glycolysis / Gluconeogenesis,H00069,hsa00010(N00731),Inherited metabolic disorder,Hepatic glycogen synthase deficiency: an infrequently recognized cause of ketotic hypoglycemia.,Mol Genet Metab 87:284-8 (2006),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
8447317,Glycogen storage disease,Glycolysis / Gluconeogenesis,H00069,hsa00010(N00731),Inherited metabolic disorder,The molecular genetic basis of muscle phosphoglycerate mutase (PGAM) deficiency.,Am J Hum Genet 52:472-7 (1993),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
2334430,Glycogen storage disease,Glycolysis / Gluconeogenesis,H00069,hsa00010(N00731),Inherited metabolic disorder,Molecular characterization of genetic mutation in human lactate dehydrogenase-A (M) deficiency.,Biochem Biophys Res Commun 168:677-82 (1990),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
8598869,Glycogen storage disease,Glycolysis / Gluconeogenesis,H00069,hsa00010(N00731),Inherited metabolic disorder,Brief report: inherited metabolic myopathy and hemolysis due to a mutation in aldolase A.,N Engl J Med 334:1100-4 (1996),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
11506403,Glycogen storage disease,Glycolysis / Gluconeogenesis,H00069,hsa00010(N00731),Inherited metabolic disorder,"Beta-enolase deficiency, a new metabolic myopathy of distal glycolysis.",Ann Neurol 50:202-7 (2001),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
19625727,Glycogen storage disease,Glycolysis / Gluconeogenesis,H00069,hsa00010(N00731),Inherited metabolic disorder,Muscle glycogenosis due to phosphoglucomutase 1 deficiency.,N Engl J Med 361:425-7 (2009),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
20357282,Glycogen storage disease,Glycolysis / Gluconeogenesis,H00069,hsa00010(N00731),Inherited metabolic disorder,Glycogenin-1 deficiency and inactivated priming of glycogen synthesis.,N Engl J Med 362:1203-10 (2010),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
15877279,Glycogen storage disease,Glycolysis / Gluconeogenesis,H00069,hsa00010(N00731),Inherited metabolic disorder,"Fatal congenital heart glycogenosis caused by a recurrent activating R531Q mutation in the gamma 2-subunit of AMP-activated protein kinase (PRKAG2), not by phosphorylase kinase deficiency.",Am J Hum Genet 76:1034-49 (2005),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
17001680,Galactosemia,Galactose metabolism,H00070,hsa00052(N00847),Inherited metabolic disorder,"Galactosemia: the good, the bad, and the unknown.",J Cell Physiol 209:701-5 (2006),Galactose metabolism,kegg_id_crossref,1.0
16838075,Galactosemia,Galactose metabolism,H00070,hsa00052(N00847),Inherited metabolic disorder,Classical galactosaemia revisited.,J Inherit Metab Dis 29:516-25 (2006),Galactose metabolism,kegg_id_crossref,1.0
9012409,Galactosemia,Galactose metabolism,H00070,hsa00052(N00847),Inherited metabolic disorder,Molecular basis for Duarte and Los Angeles variant galactosemia.,Am J Hum Genet 60:366-72 (1997),Galactose metabolism,kegg_id_crossref,1.0
7670469,Galactosemia,Galactose metabolism,H00070,hsa00052(N00847),Inherited metabolic disorder,Cloning of the galactokinase cDNA and identification of mutations in two families with cataracts.,Nat Genet 10:307-12 (1995),Galactose metabolism,kegg_id_crossref,1.0
9973283,Galactosemia,Galactose metabolism,H00070,hsa00052(N00847),Inherited metabolic disorder,"Identification and characterization of a mutation, in the human UDP-galactose-4-epimerase gene, associated with generalized epimerase-deficiency galactosemia.",Am J Hum Genet 64:462-70 (1999),Galactose metabolism,kegg_id_crossref,1.0
30451973,Galactosemia,Galactose metabolism,H00070,hsa00052(N00847),Inherited metabolic disorder,Biallelic GALM pathogenic variants cause a novel type of galactosemia.,Genet Med 21:1286-1294 (2019),Galactose metabolism,kegg_id_crossref,1.0
16086449,Hereditary fructose intolerance,Fructose and mannose metabolism,H00071,hsa00051,Inherited metabolic disorder,Hereditary fructose intolerance.,Mol Genet Metab 85:165-7 (2005),Fructose and mannose metabolism,kegg_id_crossref,1.0
9610797,Hereditary fructose intolerance,Fructose and mannose metabolism,H00071,hsa00051,Inherited metabolic disorder,Hereditary fructose intolerance.,J Med Genet 35:353-65 (1998),Fructose and mannose metabolism,kegg_id_crossref,1.0
16086449,Hereditary fructose intolerance,Glycolysis / Gluconeogenesis,H00071,hsa00010,Inherited metabolic disorder,Hereditary fructose intolerance.,Mol Genet Metab 85:165-7 (2005),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
9610797,Hereditary fructose intolerance,Glycolysis / Gluconeogenesis,H00071,hsa00010,Inherited metabolic disorder,Hereditary fructose intolerance.,J Med Genet 35:353-65 (1998),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
16854608,Pyruvate dehydrogenase complex deficiency,Pyruvate metabolism,H00072,hsa00620,Inherited metabolic disorder,Lactic acidemia and mitochondrial disease.,Mol Genet Metab 89:3-13 (2006),Pyruvate metabolism,kegg_id_crossref,0.833
16156009,Pyruvate dehydrogenase complex deficiency,Pyruvate metabolism,H00072,hsa00620,Inherited metabolic disorder,Disorders of pyruvate metabolism and the tricarboxylic acid cycle.,Mol Genet Metab 85:243-6 (2005),Pyruvate metabolism,kegg_id_crossref,0.833
7853374,Pyruvate dehydrogenase complex deficiency,Pyruvate metabolism,H00072,hsa00620,Inherited metabolic disorder,Pyruvate dehydrogenase deficiency.,J Med Genet 31:875-9 (1994),Pyruvate metabolism,kegg_id_crossref,0.833
16574315,Pyruvate dehydrogenase complex deficiency,Pyruvate metabolism,H00072,hsa00620,Inherited metabolic disorder,Pyruvate dehydrogenase phosphatase deficiency: orphan disease or an under-diagnosed condition?,Mol Cell Endocrinol 249:1-9 (2006),Pyruvate metabolism,kegg_id_crossref,0.833
2537010,Pyruvate dehydrogenase complex deficiency,Pyruvate metabolism,H00072,hsa00620,Inherited metabolic disorder,Defective gene in lactic acidosis: abnormal pyruvate dehydrogenase E1 alpha-subunit caused by a frame shift.,Am J Hum Genet 44:358-64 (1989),Pyruvate metabolism,kegg_id_crossref,0.833
15138885,Pyruvate dehydrogenase complex deficiency,Pyruvate metabolism,H00072,hsa00620,Inherited metabolic disorder,Mutations in the gene for the E1beta subunit: a novel cause of pyruvate dehydrogenase deficiency.,Hum Genet 115:123-7 (2004),Pyruvate metabolism,kegg_id_crossref,0.833
16049940,Pyruvate dehydrogenase complex deficiency,Pyruvate metabolism,H00072,hsa00620,Inherited metabolic disorder,Clinical and genetic spectrum of pyruvate dehydrogenase deficiency: dihydrolipoamide acetyltransferase (E2) deficiency.,Ann Neurol 58:234-41 (2005),Pyruvate metabolism,kegg_id_crossref,0.833
15855260,Pyruvate dehydrogenase complex deficiency,Pyruvate metabolism,H00072,hsa00620,Inherited metabolic disorder,Pyruvate dehydrogenase phosphatase deficiency: identification of the first mutation in two brothers and restoration of activity by protein complementation.,J Clin Endocrinol Metab 90:4101-7 (2005),Pyruvate metabolism,kegg_id_crossref,0.833
9399911,Pyruvate dehydrogenase complex deficiency,Pyruvate metabolism,H00072,hsa00620,Inherited metabolic disorder,"Mutations in PDX1, the human lipoyl-containing component X of the pyruvate dehydrogenase-complex gene on chromosome 11p1, in congenital lactic acidosis.",Am J Hum Genet 61:1318-26 (1997),Pyruvate metabolism,kegg_id_crossref,0.833
8506365,Pyruvate dehydrogenase complex deficiency,Pyruvate metabolism,H00072,hsa00620,Inherited metabolic disorder,Identification of two missense mutations in a dihydrolipoamide dehydrogenase-deficient patient.,Proc Natl Acad Sci U S A 90:5186-90 (1993),Pyruvate metabolism,kegg_id_crossref,0.833
16854608,Pyruvate dehydrogenase complex deficiency,Glycolysis / Gluconeogenesis,H00072,hsa00010,Inherited metabolic disorder,Lactic acidemia and mitochondrial disease.,Mol Genet Metab 89:3-13 (2006),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
16156009,Pyruvate dehydrogenase complex deficiency,Glycolysis / Gluconeogenesis,H00072,hsa00010,Inherited metabolic disorder,Disorders of pyruvate metabolism and the tricarboxylic acid cycle.,Mol Genet Metab 85:243-6 (2005),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
7853374,Pyruvate dehydrogenase complex deficiency,Glycolysis / Gluconeogenesis,H00072,hsa00010,Inherited metabolic disorder,Pyruvate dehydrogenase deficiency.,J Med Genet 31:875-9 (1994),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
16574315,Pyruvate dehydrogenase complex deficiency,Glycolysis / Gluconeogenesis,H00072,hsa00010,Inherited metabolic disorder,Pyruvate dehydrogenase phosphatase deficiency: orphan disease or an under-diagnosed condition?,Mol Cell Endocrinol 249:1-9 (2006),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
2537010,Pyruvate dehydrogenase complex deficiency,Glycolysis / Gluconeogenesis,H00072,hsa00010,Inherited metabolic disorder,Defective gene in lactic acidosis: abnormal pyruvate dehydrogenase E1 alpha-subunit caused by a frame shift.,Am J Hum Genet 44:358-64 (1989),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
15138885,Pyruvate dehydrogenase complex deficiency,Glycolysis / Gluconeogenesis,H00072,hsa00010,Inherited metabolic disorder,Mutations in the gene for the E1beta subunit: a novel cause of pyruvate dehydrogenase deficiency.,Hum Genet 115:123-7 (2004),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
16049940,Pyruvate dehydrogenase complex deficiency,Glycolysis / Gluconeogenesis,H00072,hsa00010,Inherited metabolic disorder,Clinical and genetic spectrum of pyruvate dehydrogenase deficiency: dihydrolipoamide acetyltransferase (E2) deficiency.,Ann Neurol 58:234-41 (2005),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
15855260,Pyruvate dehydrogenase complex deficiency,Glycolysis / Gluconeogenesis,H00072,hsa00010,Inherited metabolic disorder,Pyruvate dehydrogenase phosphatase deficiency: identification of the first mutation in two brothers and restoration of activity by protein complementation.,J Clin Endocrinol Metab 90:4101-7 (2005),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
9399911,Pyruvate dehydrogenase complex deficiency,Glycolysis / Gluconeogenesis,H00072,hsa00010,Inherited metabolic disorder,"Mutations in PDX1, the human lipoyl-containing component X of the pyruvate dehydrogenase-complex gene on chromosome 11p1, in congenital lactic acidosis.",Am J Hum Genet 61:1318-26 (1997),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
8506365,Pyruvate dehydrogenase complex deficiency,Glycolysis / Gluconeogenesis,H00072,hsa00010,Inherited metabolic disorder,Identification of two missense mutations in a dihydrolipoamide dehydrogenase-deficient patient.,Proc Natl Acad Sci U S A 90:5186-90 (1993),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
18676167,Pyruvate carboxylase deficiency,Pyruvate metabolism,H00073,hsa00620,Inherited metabolic disorder,The molecular basis of pyruvate carboxylase deficiency: mosaicism correlates with prolonged survival.,Mol Genet Metab 95:31-8 (2008),Pyruvate metabolism,kegg_id_crossref,0.833
16156009,Pyruvate carboxylase deficiency,Pyruvate metabolism,H00073,hsa00620,Inherited metabolic disorder,Disorders of pyruvate metabolism and the tricarboxylic acid cycle.,Mol Genet Metab 85:243-6 (2005),Pyruvate metabolism,kegg_id_crossref,0.833
12597053,Pyruvate carboxylase deficiency,Pyruvate metabolism,H00073,hsa00620,Inherited metabolic disorder,Defects of pyruvate metabolism and the Krebs cycle.,J Child Neurol 17 Suppl 3:3S26-33; discussion 3S33-4 (2002),Pyruvate metabolism,kegg_id_crossref,0.833
9585612,Pyruvate carboxylase deficiency,Pyruvate metabolism,H00073,hsa00620,Inherited metabolic disorder,Amerindian pyruvate carboxylase deficiency is associated with two distinct missense mutations.,Am J Hum Genet 62:1312-9 (1998),Pyruvate metabolism,kegg_id_crossref,0.833
18676167,Pyruvate carboxylase deficiency,Citrate cycle (TCA cycle),H00073,hsa00020,Inherited metabolic disorder,The molecular basis of pyruvate carboxylase deficiency: mosaicism correlates with prolonged survival.,Mol Genet Metab 95:31-8 (2008),Citric acid cycle,kegg_id_crossref,0.588
16156009,Pyruvate carboxylase deficiency,Citrate cycle (TCA cycle),H00073,hsa00020,Inherited metabolic disorder,Disorders of pyruvate metabolism and the tricarboxylic acid cycle.,Mol Genet Metab 85:243-6 (2005),Citric acid cycle,kegg_id_crossref,0.588
12597053,Pyruvate carboxylase deficiency,Citrate cycle (TCA cycle),H00073,hsa00020,Inherited metabolic disorder,Defects of pyruvate metabolism and the Krebs cycle.,J Child Neurol 17 Suppl 3:3S26-33; discussion 3S33-4 (2002),Citric acid cycle,kegg_id_crossref,0.588
9585612,Pyruvate carboxylase deficiency,Citrate cycle (TCA cycle),H00073,hsa00020,Inherited metabolic disorder,Amerindian pyruvate carboxylase deficiency is associated with two distinct missense mutations.,Am J Hum Genet 62:1312-9 (1998),Citric acid cycle,kegg_id_crossref,0.588
19319678,Canavan disease,"Alanine, aspartate and glutamate metabolism",H00074,hsa00250,Inherited metabolic disorder,Are astrocytes the missing link between lack of brain aspartoacylase activity and the spongiform leukodystrophy in Canavan disease?,Neurochem Res 34:1523-34 (2009),Alanine and aspartate metabolism,kegg_id_crossref,0.923
17391648,Canavan disease,"Alanine, aspartate and glutamate metabolism",H00074,hsa00250,Inherited metabolic disorder,Mutational analysis of aspartoacylase: implications for Canavan disease.,Brain Res 1148:1-14 (2007),Alanine and aspartate metabolism,kegg_id_crossref,0.923
16807907,Canavan disease,"Alanine, aspartate and glutamate metabolism",H00074,hsa00250,Inherited metabolic disorder,Canavan disease: a white matter disorder.,Ment Retard Dev Disabil Res Rev 12:157-65 (2006),Alanine and aspartate metabolism,kegg_id_crossref,0.923
16647192,Canavan disease,"Alanine, aspartate and glutamate metabolism",H00074,hsa00250,Inherited metabolic disorder,Canavan disease and the role of N-acetylaspartate in myelin synthesis.,Mol Cell Endocrinol 252:216-23 (2006),Alanine and aspartate metabolism,kegg_id_crossref,0.923
14567959,Canavan disease,"Alanine, aspartate and glutamate metabolism",H00074,hsa00250,Inherited metabolic disorder,Canavan disease: a monogenic trait with complex genomic interaction.,Mol Genet Metab 80:74-80 (2003),Alanine and aspartate metabolism,kegg_id_crossref,0.923
12638939,Canavan disease,"Alanine, aspartate and glutamate metabolism",H00074,hsa00250,Inherited metabolic disorder,Identification and characterization of novel mutations of the aspartoacylase gene in non-Jewish patients with Canavan disease.,J Inherit Metab Dis 25:557-70 (2002),Alanine and aspartate metabolism,kegg_id_crossref,0.923
8252036,Canavan disease,"Alanine, aspartate and glutamate metabolism",H00074,hsa00250,Inherited metabolic disorder,Cloning of the human aspartoacylase cDNA and a common missense mutation in Canavan disease.,Nat Genet 5:118-23 (1993),Alanine and aspartate metabolism,kegg_id_crossref,0.923
11058677,Other humoral immunodeficiencies,Cysteine and methionine metabolism,H00087,hsa00270,Immune system disease,Primary immunodeficiency diseases due to defects in lymphocytes.,N Engl J Med 343:1313-24 (2000),Methionine and cysteine metabolism,kegg_id_crossref,0.75
17162365,Other humoral immunodeficiencies,Cysteine and methionine metabolism,H00087,hsa00270,Immune system disease,Current perspectives on primary immunodeficiency diseases.,Clin Dev Immunol 13:223-59 (2006),Methionine and cysteine metabolism,kegg_id_crossref,0.75
15096561,Other humoral immunodeficiencies,Cysteine and methionine metabolism,H00087,hsa00270,Immune system disease,The molecular pathology of primary immunodeficiencies.,J Mol Diagn 6:59-83 (2004),Methionine and cysteine metabolism,kegg_id_crossref,0.75
17952897,Other humoral immunodeficiencies,Cysteine and methionine metabolism,H00087,hsa00270,Immune system disease,Primary immunodeficiency diseases: an update from the International Union of Immunological Societies Primary Immunodeficiency Diseases Classification Committee.,J Allergy Clin Immunol 120:776-94 (2007),Methionine and cysteine metabolism,kegg_id_crossref,0.75
8884571,"Fructose-1,6-bisphosphatase deficiency",Fructose and mannose metabolism,H00114,hsa00051,Inherited metabolic disorder,Disorders of gluconeogenesis.,J Inherit Metab Dis 19:470-7 (1996),Fructose and mannose metabolism,kegg_id_crossref,1.0
8884571,"Fructose-1,6-bisphosphatase deficiency",Glycolysis / Gluconeogenesis,H00114,hsa00010,Inherited metabolic disorder,Disorders of gluconeogenesis.,J Inherit Metab Dis 19:470-7 (1996),Glycolysis/gluconeogenesis,kegg_id_crossref,0.731
16329100,Congenital sucrase-isomaltase deficiency,Starch and sucrose metabolism,H00115,hsa00500,Inherited metabolic disorder,Novel mutations in the human sucrase-isomaltase gene (SI) that cause congenital carbohydrate malabsorption.,Hum Mutat 27:119 (2006),Starch and sucrose metabolism,kegg_id_crossref,0.875
16329100,Congenital sucrase-isomaltase deficiency,Galactose metabolism,H00115,hsa00052,Inherited metabolic disorder,Novel mutations in the human sucrase-isomaltase gene (SI) that cause congenital carbohydrate malabsorption.,Hum Mutat 27:119 (2006),Galactose metabolism,kegg_id_crossref,1.0
16400612,Congenital lactase deficiency,Galactose metabolism,H00116,hsa00052,Inherited metabolic disorder,Mutations in the translated region of the lactase gene (LCT) underlie congenital lactase deficiency.,Am J Hum Genet 78:339-44 (2006),Galactose metabolism,kegg_id_crossref,1.0
