pmid,disease_name,pathway_name,disease_id,pathway_id,category,reference_title,reference_journal,matched_recon3d_pathway,match_method,match_score
8016139,Leber hereditary optic neuropathy and dystonia,Oxidative phosphorylation,H01365,hsa00190,Inherited metabolic disorder,A mitochondrial DNA mutation at nucleotide pair 14459 of the NADH dehydrogenase subunit 6 gene associated with maternally inherited Leber hereditary optic neuropathy and dystonia.,Proc Natl Acad Sci U S A 91:6206-10 (1994),Oxidative phosphorylation,name_exact,1.0
19458970,Leber hereditary optic neuropathy and dystonia,Oxidative phosphorylation,H01365,hsa00190,Inherited metabolic disorder,Mitochondrial ND3 as the novel causative gene for Leber hereditary optic neuropathy and dystonia.,Neurogenetics 10:337-45 (2009),Oxidative phosphorylation,name_exact,1.0
17562939,Leber hereditary optic neuropathy and dystonia,Oxidative phosphorylation,H01365,hsa00190,Inherited metabolic disorder,A MELAS-associated ND1 mutation causing leber hereditary optic neuropathy and spastic dystonia.,Arch Neurol 64:890-3 (2007),Oxidative phosphorylation,name_exact,1.0
11579424,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",Cytochrome c oxidase deficiency.,Am J Med Genet 106:46-52 (2001),Oxidative phosphorylation,name_exact,1.0
9843204,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease","SURF1, encoding a factor involved in the biogenesis of cytochrome c oxidase, is mutated in Leigh syndrome.",Nat Genet 20:337-43 (1998),Oxidative phosphorylation,name_exact,1.0
10545952,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease","Fatal infantile cardioencephalomyopathy with COX deficiency and mutations in SCO2, a COX assembly gene.",Nat Genet 23:333-7 (1999),Oxidative phosphorylation,name_exact,1.0
10767350,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",A mutation in the human heme A:farnesyltransferase gene (COX10 ) causes cytochrome c oxidase deficiency.,Hum Mol Genet 9:1245-9 (2000),Oxidative phosphorylation,name_exact,1.0
11013136,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",Mutations of the SCO1 gene in mitochondrial cytochrome c oxidase deficiency with neonatal-onset hepatic failure and encephalopathy.,Am J Hum Genet 67:1104-9 (2000),Oxidative phosphorylation,name_exact,1.0
12529507,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",Identification of a gene causing human cytochrome c oxidase deficiency by integrative genomics.,Proc Natl Acad Sci U S A 100:605-10 (2003),Oxidative phosphorylation,name_exact,1.0
21412973,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",Infantile cardioencephalopathy due to a COX15 gene defect: report and review.,Am J Med Genet A 155A:840-4 (2011),Oxidative phosphorylation,name_exact,1.0
18499082,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease","Severe infantile encephalomyopathy caused by a mutation in COX6B1, a nucleus-encoded subunit of cytochrome c oxidase.",Am J Hum Genet 82:1281-9 (2008),Oxidative phosphorylation,name_exact,1.0
19503089,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease","Mutation in TACO1, encoding a translational activator of COX I, results in cytochrome c oxidase deficiency and late-onset Leigh syndrome.",Nat Genet 41:833-7 (2009),Oxidative phosphorylation,name_exact,1.0
21457908,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",A mutation in C2orf64 causes impaired cytochrome c oxidase assembly and mitochondrial cardiomyopathy.,Am J Hum Genet 88:488-93 (2011),Oxidative phosphorylation,name_exact,1.0
22243966,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease","Mutations in C12orf62, a factor that couples COX I synthesis with cytochrome c oxidase assembly, cause fatal neonatal lactic acidosis.",Am J Hum Genet 90:142-51 (2012),Oxidative phosphorylation,name_exact,1.0
23125284,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease","A mutation in the FAM36A gene, the human ortholog of COX20, impairs cytochrome c oxidase assembly and is associated with ataxia and muscle hypotonia.",Hum Mol Genet 22:656-67 (2013),Oxidative phosphorylation,name_exact,1.0
24462369,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",A founder mutation in PET100 causes isolated complex IV deficiency in Lebanese individuals with Leigh syndrome.,Am J Hum Genet 94:209-22 (2014),Oxidative phosphorylation,name_exact,1.0
25339201,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",Mutations in COA6 cause cytochrome c oxidase deficiency and neonatal hypertrophic cardiomyopathy.,Hum Mutat 36:34-8 (2015),Oxidative phosphorylation,name_exact,1.0
25604084,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease","Mutations in COA3 cause isolated complex IV deficiency associated with neuropathy, exercise intolerance, obesity, and short stature.",J Med Genet 52:203-7 (2015),Oxidative phosphorylation,name_exact,1.0
26685157,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease","Loss of the smallest subunit of cytochrome c oxidase, COX8A, causes Leigh-like syndrome and epilepsy.",Brain 139:338-45 (2016),Oxidative phosphorylation,name_exact,1.0
28766551,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease","Mutation in the COX4I1 gene is associated with short stature, poor weight gain and increased chromosomal breaks, simulating Fanconi anemia.",Eur J Hum Genet 25:1142-1146 (2017),Oxidative phosphorylation,name_exact,1.0
25175347,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease","Mutations in APOPT1, encoding a mitochondrial protein, cause cavitating leukoencephalopathy with cytochrome c oxidase deficiency.",Am J Hum Genet 95:315-25 (2014),Oxidative phosphorylation,name_exact,1.0
31155743,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",COX6A2 variants cause a muscle-specific cytochrome c oxidase deficiency.,Ann Neurol 86:193-202 (2019),Oxidative phosphorylation,name_exact,1.0
28386624,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",Mutated PET117 causes complex IV deficiency and is associated with neurodevelopmental regression and medulla oblongata lesions.,Hum Genet 136:759-769 (2017),Oxidative phosphorylation,name_exact,1.0
28247525,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease","Mutation in mitochondrial complex IV subunit COX5A causes pulmonary arterial hypertension, lactic acidemia, and failure to thrive.",Hum Mutat 38:692-703 (2017),Oxidative phosphorylation,name_exact,1.0
23746447,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",NDUFA4 mutations underlie dysfunction of a cytochrome c oxidase subunit linked to human neurological disease.,Cell Rep 3:1795-805 (2013),Oxidative phosphorylation,name_exact,1.0
33169484,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease","A novel variant in COX16 causes cytochrome c oxidase deficiency, severe fatal neonatal lactic acidosis, encephalopathy, cardiomyopathy, and liver dysfunction.",Hum Mutat 42:135-141 (2021),Oxidative phosphorylation,name_exact,1.0
36030551,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",Biallelic pathogenic variants in COX11 are associated with an infantile-onset mitochondrial encephalopathy.,Hum Mutat 43:1970-1978 (2022),Oxidative phosphorylation,name_exact,1.0
40499538,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",Bi-allelic mutations in FASTKD5 are associated with cytochrome c oxidase deficiency and early- to late-onset Leigh syndrome.,Am J Hum Genet 112:1699-1710 (2025),Oxidative phosphorylation,name_exact,1.0
37468577,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",A biallelic variant in COX18 cause isolated Complex IV deficiency associated with neonatal encephalo-cardio-myopathy and axonal sensory neuropathy.,Eur J Hum Genet 31:1414-1420 (2023),Oxidative phosphorylation,name_exact,1.0
18771761,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",FASTKD2 nonsense mutation in an infantile mitochondrial encephalomyopathy associated with cytochrome c oxidase deficiency.,Am J Hum Genet 83:415-23 (2008),Oxidative phosphorylation,name_exact,1.0
10441567,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",A stop-codon mutation in the human mtDNA cytochrome c oxidase I gene disrupts the functional structure of complex IV.,Am J Hum Genet 65:611-20 (1999),Oxidative phosphorylation,name_exact,1.0
10205264,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",An mtDNA mutation in the initiation codon of the cytochrome C oxidase subunit II gene results in lower levels of the protein and a mitochondrial encephalomyopathy.,Am J Hum Genet 64:1330-9 (1999),Oxidative phosphorylation,name_exact,1.0
8630495,Cytochrome c oxidase (COX) deficiency,Oxidative phosphorylation,H01368,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",A microdeletion in cytochrome c oxidase (COX) subunit III associated with COX deficiency and recurrent myoglobinuria.,Nat Genet 12:410-6 (1996),Oxidative phosphorylation,name_exact,1.0
11579424,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease",Cytochrome c oxidase deficiency.,Am J Med Genet 106:46-52 (2001),Heme degradation,kegg_id_crossref,1.0
9843204,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease","SURF1, encoding a factor involved in the biogenesis of cytochrome c oxidase, is mutated in Leigh syndrome.",Nat Genet 20:337-43 (1998),Heme degradation,kegg_id_crossref,1.0
10545952,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease","Fatal infantile cardioencephalomyopathy with COX deficiency and mutations in SCO2, a COX assembly gene.",Nat Genet 23:333-7 (1999),Heme degradation,kegg_id_crossref,1.0
10767350,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease",A mutation in the human heme A:farnesyltransferase gene (COX10 ) causes cytochrome c oxidase deficiency.,Hum Mol Genet 9:1245-9 (2000),Heme degradation,kegg_id_crossref,1.0
11013136,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease",Mutations of the SCO1 gene in mitochondrial cytochrome c oxidase deficiency with neonatal-onset hepatic failure and encephalopathy.,Am J Hum Genet 67:1104-9 (2000),Heme degradation,kegg_id_crossref,1.0
12529507,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease",Identification of a gene causing human cytochrome c oxidase deficiency by integrative genomics.,Proc Natl Acad Sci U S A 100:605-10 (2003),Heme degradation,kegg_id_crossref,1.0
21412973,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease",Infantile cardioencephalopathy due to a COX15 gene defect: report and review.,Am J Med Genet A 155A:840-4 (2011),Heme degradation,kegg_id_crossref,1.0
18499082,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease","Severe infantile encephalomyopathy caused by a mutation in COX6B1, a nucleus-encoded subunit of cytochrome c oxidase.",Am J Hum Genet 82:1281-9 (2008),Heme degradation,kegg_id_crossref,1.0
19503089,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease","Mutation in TACO1, encoding a translational activator of COX I, results in cytochrome c oxidase deficiency and late-onset Leigh syndrome.",Nat Genet 41:833-7 (2009),Heme degradation,kegg_id_crossref,1.0
21457908,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease",A mutation in C2orf64 causes impaired cytochrome c oxidase assembly and mitochondrial cardiomyopathy.,Am J Hum Genet 88:488-93 (2011),Heme degradation,kegg_id_crossref,1.0
22243966,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease","Mutations in C12orf62, a factor that couples COX I synthesis with cytochrome c oxidase assembly, cause fatal neonatal lactic acidosis.",Am J Hum Genet 90:142-51 (2012),Heme degradation,kegg_id_crossref,1.0
23125284,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease","A mutation in the FAM36A gene, the human ortholog of COX20, impairs cytochrome c oxidase assembly and is associated with ataxia and muscle hypotonia.",Hum Mol Genet 22:656-67 (2013),Heme degradation,kegg_id_crossref,1.0
24462369,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease",A founder mutation in PET100 causes isolated complex IV deficiency in Lebanese individuals with Leigh syndrome.,Am J Hum Genet 94:209-22 (2014),Heme degradation,kegg_id_crossref,1.0
25339201,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease",Mutations in COA6 cause cytochrome c oxidase deficiency and neonatal hypertrophic cardiomyopathy.,Hum Mutat 36:34-8 (2015),Heme degradation,kegg_id_crossref,1.0
25604084,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease","Mutations in COA3 cause isolated complex IV deficiency associated with neuropathy, exercise intolerance, obesity, and short stature.",J Med Genet 52:203-7 (2015),Heme degradation,kegg_id_crossref,1.0
26685157,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease","Loss of the smallest subunit of cytochrome c oxidase, COX8A, causes Leigh-like syndrome and epilepsy.",Brain 139:338-45 (2016),Heme degradation,kegg_id_crossref,1.0
28766551,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease","Mutation in the COX4I1 gene is associated with short stature, poor weight gain and increased chromosomal breaks, simulating Fanconi anemia.",Eur J Hum Genet 25:1142-1146 (2017),Heme degradation,kegg_id_crossref,1.0
25175347,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease","Mutations in APOPT1, encoding a mitochondrial protein, cause cavitating leukoencephalopathy with cytochrome c oxidase deficiency.",Am J Hum Genet 95:315-25 (2014),Heme degradation,kegg_id_crossref,1.0
31155743,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease",COX6A2 variants cause a muscle-specific cytochrome c oxidase deficiency.,Ann Neurol 86:193-202 (2019),Heme degradation,kegg_id_crossref,1.0
28386624,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease",Mutated PET117 causes complex IV deficiency and is associated with neurodevelopmental regression and medulla oblongata lesions.,Hum Genet 136:759-769 (2017),Heme degradation,kegg_id_crossref,1.0
28247525,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease","Mutation in mitochondrial complex IV subunit COX5A causes pulmonary arterial hypertension, lactic acidemia, and failure to thrive.",Hum Mutat 38:692-703 (2017),Heme degradation,kegg_id_crossref,1.0
23746447,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease",NDUFA4 mutations underlie dysfunction of a cytochrome c oxidase subunit linked to human neurological disease.,Cell Rep 3:1795-805 (2013),Heme degradation,kegg_id_crossref,1.0
33169484,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease","A novel variant in COX16 causes cytochrome c oxidase deficiency, severe fatal neonatal lactic acidosis, encephalopathy, cardiomyopathy, and liver dysfunction.",Hum Mutat 42:135-141 (2021),Heme degradation,kegg_id_crossref,1.0
36030551,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease",Biallelic pathogenic variants in COX11 are associated with an infantile-onset mitochondrial encephalopathy.,Hum Mutat 43:1970-1978 (2022),Heme degradation,kegg_id_crossref,1.0
40499538,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease",Bi-allelic mutations in FASTKD5 are associated with cytochrome c oxidase deficiency and early- to late-onset Leigh syndrome.,Am J Hum Genet 112:1699-1710 (2025),Heme degradation,kegg_id_crossref,1.0
37468577,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease",A biallelic variant in COX18 cause isolated Complex IV deficiency associated with neonatal encephalo-cardio-myopathy and axonal sensory neuropathy.,Eur J Hum Genet 31:1414-1420 (2023),Heme degradation,kegg_id_crossref,1.0
18771761,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease",FASTKD2 nonsense mutation in an infantile mitochondrial encephalomyopathy associated with cytochrome c oxidase deficiency.,Am J Hum Genet 83:415-23 (2008),Heme degradation,kegg_id_crossref,1.0
10441567,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease",A stop-codon mutation in the human mtDNA cytochrome c oxidase I gene disrupts the functional structure of complex IV.,Am J Hum Genet 65:611-20 (1999),Heme degradation,kegg_id_crossref,1.0
10205264,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease",An mtDNA mutation in the initiation codon of the cytochrome C oxidase subunit II gene results in lower levels of the protein and a mitochondrial encephalomyopathy.,Am J Hum Genet 64:1330-9 (1999),Heme degradation,kegg_id_crossref,1.0
8630495,Cytochrome c oxidase (COX) deficiency,Porphyrin metabolism,H01368,hsa00860,"Inherited metabolic disorder, Mitochondrial disease",A microdeletion in cytochrome c oxidase (COX) subunit III associated with COX deficiency and recurrent myoglobinuria.,Nat Genet 12:410-6 (1996),Heme degradation,kegg_id_crossref,1.0
14757859,ATP synthase deficiency,Oxidative phosphorylation,H01369,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",Respiratory chain complex V deficiency due to a mutation in the assembly gene ATP12.,J Med Genet 41:120-4 (2004),Oxidative phosphorylation,name_exact,1.0
18953340,ATP synthase deficiency,Oxidative phosphorylation,H01369,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",TMEM70 mutations cause isolated ATP synthase deficiency and neonatal mitochondrial encephalocardiomyopathy.,Nat Genet 40:1288-90 (2008),Oxidative phosphorylation,name_exact,1.0
20566710,ATP synthase deficiency,Oxidative phosphorylation,H01369,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",Mitochondrial ATP synthase deficiency due to a mutation in the ATP5E gene for the F1 epsilon subunit.,Hum Mol Genet 19:3430-9 (2010),Oxidative phosphorylation,name_exact,1.0
34483339,ATP synthase deficiency,Oxidative phosphorylation,H01369,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",A recurrent de novo ATP5F1A substitution associated with neonatal complex V deficiency.,Eur J Hum Genet 29:1719-1724 (2021),Oxidative phosphorylation,name_exact,1.0
23599390,ATP synthase deficiency,Oxidative phosphorylation,H01369,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",A complex V ATP5A1 defect causes fatal neonatal mitochondrial encephalopathy.,Brain 136:1544-54 (2013),Oxidative phosphorylation,name_exact,1.0
29478781,ATP synthase deficiency,Oxidative phosphorylation,H01369,hsa00190,"Inherited metabolic disorder, Mitochondrial disease","Biallelic Mutations in ATP5F1D, which Encodes a Subunit of ATP Synthase, Cause a Metabolic Disorder.",Am J Hum Genet 102:494-504 (2018),Oxidative phosphorylation,name_exact,1.0
29917077,ATP synthase deficiency,Oxidative phosphorylation,H01369,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",USMG5 Ashkenazi Jewish founder mutation impairs mitochondrial complex V dimerization and ATP synthesis.,Hum Mol Genet 27:3305-3312 (2018),Oxidative phosphorylation,name_exact,1.0
35621276,ATP synthase deficiency,Oxidative phosphorylation,H01369,hsa00190,"Inherited metabolic disorder, Mitochondrial disease","A homozygous splice variant in ATP5PO, disrupts mitochondrial complex V function and causes Leigh syndrome in two unrelated families.",J Inherit Metab Dis 45:996-1012 (2022),Oxidative phosphorylation,name_exact,1.0
1550128,ATP synthase deficiency,Oxidative phosphorylation,H01369,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",Heteroplasmic mtDNA mutation (T----G) at 8993 can cause Leigh disease when the percentage of abnormal mtDNA is high.,Am J Hum Genet 50:852-8 (1992),Oxidative phosphorylation,name_exact,1.0
19124644,ATP synthase deficiency,Oxidative phosphorylation,H01369,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",NARP syndrome in a patient harbouring an insertion in the MT-ATP6 gene that results in a truncated protein.,J Med Genet 46:64-7 (2009),Oxidative phosphorylation,name_exact,1.0
7668837,ATP synthase deficiency,Oxidative phosphorylation,H01369,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",A novel mitochondrial ATPase 6 point mutation in familial bilateral striatal necrosis.,Ann Neurol 38:468-72 (1995),Oxidative phosphorylation,name_exact,1.0
36239646,ATP synthase deficiency,Oxidative phosphorylation,H01369,hsa00190,"Inherited metabolic disorder, Mitochondrial disease",Congenital Hypermetabolism and Uncoupled Oxidative Phosphorylation.,N Engl J Med 387:1395-1403 (2022),Oxidative phosphorylation,name_exact,1.0
21675912,Hypercalcemia infantile,Steroid biosynthesis,H01371,hsa00100,Inherited metabolic disorder,Mutations in CYP24A1 and idiopathic infantile hypercalcemia.,N Engl J Med 365:410-21 (2011),Cholesterol metabolism,kegg_id_crossref,0.312
26047794,Hypercalcemia infantile,Steroid biosynthesis,H01371,hsa00100,Inherited metabolic disorder,Autosomal-Recessive Mutations in SLC34A1 Encoding Sodium-Phosphate Cotransporter 2A Cause Idiopathic Infantile Hypercalcemia.,J Am Soc Nephrol 27:604-14 (2016),Cholesterol metabolism,kegg_id_crossref,0.312
18177777,Glucose 6-phosphate dehydrogenase deficiency,Glutathione metabolism,H01375,hsa00480(N00905),Inherited metabolic disorder,,,Glutathione metabolism,kegg_id_crossref,1.0
17365988,Glucose 6-phosphate dehydrogenase deficiency,Glutathione metabolism,H01375,hsa00480(N00905),Inherited metabolic disorder,"Inherited, non-spherocytic haemolysis due to deficiency of glucose-6-phosphate dehydrogenase.",Scand J Clin Lab Invest 67:105-11 (2007),Glutathione metabolism,kegg_id_crossref,1.0
19769422,Glucose 6-phosphate dehydrogenase deficiency,Glutathione metabolism,H01375,hsa00480(N00905),Inherited metabolic disorder,Perioperative management of the glucose-6-phosphate dehydrogenase deficient patient: a review of literature.,Anesth Prog 56:86-91 (2009),Glutathione metabolism,kegg_id_crossref,1.0
8266994,Acrofacial dysostosis,Pyrimidine metabolism,H01376,hsa00240,Congenital malformation,Acrofacial dysostoses: review and report of a previously undescribed condition: the autosomal or X-linked dominant Catania form of acrofacial dysostosis.,Am J Med Genet 47:660-78 (1993),Pyrimidine synthesis,kegg_id_crossref,1.0
24123981,Acrofacial dysostosis,Pyrimidine metabolism,H01376,hsa00240,Congenital malformation,"Facial dysostoses: Etiology, pathogenesis and management.",Am J Med Genet C Semin Med Genet 163:283-94 (2013),Pyrimidine synthesis,kegg_id_crossref,1.0
17674260,Acrofacial dysostosis,Pyrimidine metabolism,H01376,hsa00240,Congenital malformation,Acrofacial dysostosis syndromes: a relevant prenatal dilemma. A case report and brief literature review.,J Matern Fetal Neonatal Med 20:487-90 (2007),Pyrimidine synthesis,kegg_id_crossref,1.0
23565775,Acrofacial dysostosis,Pyrimidine metabolism,H01376,hsa00240,Congenital malformation,Human facial dysostoses.,Clin Genet 83:499-510 (2013),Pyrimidine synthesis,kegg_id_crossref,1.0
22541558,Acrofacial dysostosis,Pyrimidine metabolism,H01376,hsa00240,Congenital malformation,"Haploinsufficiency of SF3B4, a component of the pre-mRNA spliceosomal complex, causes Nager syndrome.",Am J Hum Genet 90:925-33 (2012),Pyrimidine synthesis,kegg_id_crossref,1.0
25913037,Acrofacial dysostosis,Pyrimidine metabolism,H01376,hsa00240,Congenital malformation,"Acrofacial Dysostosis, Cincinnati Type, a Mandibulofacial Dysostosis Syndrome with Limb Anomalies, Is Caused by POLR1A Dysfunction.",Am J Hum Genet 96:765-74 (2015),Pyrimidine synthesis,kegg_id_crossref,1.0
19915526,Acrofacial dysostosis,Pyrimidine metabolism,H01376,hsa00240,Congenital malformation,Exome sequencing identifies the cause of a mendelian disorder.,Nat Genet 42:30-5 (2010),Pyrimidine synthesis,kegg_id_crossref,1.0
16404586,Acrofacial dysostosis,Pyrimidine metabolism,H01376,hsa00240,Congenital malformation,A novel heterozygous deletion in the EVC2 gene causes Weyers acrofacial dysostosis.,Hum Genet 119:199-205 (2006),Pyrimidine synthesis,kegg_id_crossref,1.0
10700184,Acrofacial dysostosis,Pyrimidine metabolism,H01376,hsa00240,Congenital malformation,Mutations in a new gene in Ellis-van Creveld syndrome and Weyers acrodental dysostosis.,Nat Genet 24:283-6 (2000),Pyrimidine synthesis,kegg_id_crossref,1.0
24552285,Polyarteritis nodosa,Purine metabolism,H01382,hsa00230,Immune system disease,Mutant adenosine deaminase 2 in a polyarteritis nodosa vasculopathy.,N Engl J Med 370:921-31 (2014),Purine catabolism,kegg_id_crossref,1.0
16148731,Polyarteritis nodosa,Purine metabolism,H01382,hsa00230,Immune system disease,"Hepatitis B virus-associated polyarteritis nodosa: clinical characteristics, outcome, and impact of treatment in 115 patients.",Medicine (Baltimore) 84:313-22 (2005),Purine catabolism,kegg_id_crossref,1.0
21945105,Hyperlipoproteinemia type IIa,Cholesterol metabolism,H01383,hsa04979,Inherited metabolic disorder,Postprandial lipoprotein metabolism in familial hypercholesterolemia: thinking outside the box.,Metabolism 61:3-11 (2012),Cholesterol metabolism,name_exact,1.0
